age,workclass,weight,education,edu num,marital status,occupation,relationship,race,sex,captial-gain,capital-loss,hours-per-week,native country,label
24, Local-gov,249101, HS-grad,9, Divorced, Protective-serv, Unmarried, Black, Female,0,0,40, United-States,No
25, Private,153997, 10th,6, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,No
41, Local-gov,168071, HS-grad,9, Divorced, Exec-managerial, Own-child, White, Male,0,0,45, United-States,No
65, Private,180807, HS-grad,9, Separated, Protective-serv, Not-in-family, White, Male,991,0,20, United-States,No
50, Self-emp-not-inc,118058, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,55, United-States,Yes
36, Private,166549, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,55, United-States,Yes
42, Private,54102, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,No
24, Private,190709, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States,No
25, Private,267284, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States,No
56, Private,33323, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,No
62, Private,178745, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,Yes
41, Private,150011, Bachelors,13, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,No
36, Private,64874, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,Yes
60, Self-emp-not-inc,154474, HS-grad,9, Never-married, Farming-fishing, Unmarried, White, Male,0,0,42, United-States,No
66, Self-emp-inc,185369, 10th,6, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States,No
46, Private,149640, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, England,Yes
48, State-gov,130561, Some-college,10, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,24, United-States,No
32, Self-emp-inc,281030, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,No
66, Self-emp-not-inc,182470, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States,Yes
41, Private,265671, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,No
21, Self-emp-inc,265116, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,No
17, Private,237399, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,20, United-States,No
57, Private,137031, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,No
34, Private,346034, 12th,8, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,0,35, Mexico,No
52, Private,254230, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,Yes
46, Private,155659, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States,Yes
54, Private,168621, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,No
39, Self-emp-not-inc,34111, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States,No
25, Private,288185, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico,No
39, Private,241998, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,No
52, Private,134184, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,2597,0,36, United-States,No
28, Private,250135, HS-grad,9, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, United-States,No
21, ?,228424, 10th,6, Never-married, ?, Own-child, Black, Male,0,0,40, United-States,No
52, Private,42902, 9th,5, Separated, Other-service, Not-in-family, Black, Male,0,0,40, United-States,No
60, Private,184183, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,4650,0,40, United-States,No
41, Self-emp-inc,82049, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,No
30, ?,203834, Bachelors,13, Never-married, ?, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Taiwan,No
21, ?,189888, Assoc-acdm,12, Never-married, ?, Not-in-family, White, Male,0,0,55, United-States,No
39, Private,91996, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,No
27, Private,199172, Bachelors,13, Never-married, Protective-serv, Own-child, White, Female,0,0,40, United-States,No
39, Private,89040, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,No
33, Private,1161363, Some-college,10, Separated, Tech-support, Unmarried, White, Female,0,0,50, Columbia,No
57, Self-emp-not-inc,27385, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, United-States,No
42, Local-gov,271521, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, United-States,Yes
26, Private,248990, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico,No
18, Private,118376, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,15, United-States,No
37, State-gov,117166, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, ?,No
17, Private,452406, 11th,7, Never-married, Sales, Own-child, Black, Female,0,0,15, United-States,No
39, Private,156897, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,2258,42, United-States,Yes
22, Private,213902, 5th-6th,3, Never-married, Priv-house-serv, Other-relative, White, Female,0,0,40, El-Salvador,No
27, Private,123116, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2057,49, United-States,No
63, Private,125954, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,44, United-States,Yes
57, Private,94156, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,84, United-States,Yes
22, Private,55614, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States,No
31, Private,187560, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,No
70, Private,142851, 9th,5, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,18, United-States,No
39, Private,255503, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,Yes
43, Self-emp-not-inc,163108, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States,No
59, Private,67841, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,Yes
58, Local-gov,98361, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,No
20, Private,138107, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,35, United-States,No
30, Private,293931, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States,No
48, Private,189498, 11th,7, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,No
30, State-gov,137613, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,20, Taiwan,No
42, Private,310632, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,Yes
21, Private,118712, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,0,1504,40, United-States,No
19, Private,136391, HS-grad,9, Never-married, Tech-support, Own-child, White, Female,0,0,20, United-States,No
18, Private,251923, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,15, United-States,No
48, Self-emp-not-inc,115971, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,No
21, ?,214810, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,25, United-States,No
26, Private,102476, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,Yes
32, Private,222548, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States,No
31, Private,47151, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,56, United-States,No
35, Private,306678, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States,No
52, Private,231865, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,46, United-States,No
35, Private,123809, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,35, United-States,Yes
23, Local-gov,210029, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,No
30, Self-emp-not-inc,20098, Assoc-voc,11, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,No
64, Private,256466, HS-grad,9, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,60, Philippines,Yes
34, Private,110622, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines,No
17, ?,170320, 11th,7, Never-married, ?, Own-child, White, Female,0,0,8, United-States,No
24, Private,190290, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,No
20, Private,243178, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,28, United-States,No
58, Private,170108, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,Yes
45, Private,186256, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,No
48, Self-emp-not-inc,373606, Some-college,10, Divorced, Sales, Unmarried, White, Male,0,0,65, United-States,Yes
45, Self-emp-inc,208049, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Female,0,1590,40, United-States,No
36, Private,109133, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,No
48, Private,182862, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,Yes
25, Private,153932, 11th,7, Married-civ-spouse, Craft-repair, Own-child, White, Male,2580,0,30, United-States,No
39, Private,35890, Assoc-acdm,12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,No
17, Private,327127, 11th,7, Never-married, Transport-moving, Own-child, White, Male,0,0,20, United-States,No
28, Private,293398, HS-grad,9, Separated, Sales, Unmarried, Black, Female,0,0,40, United-States,No
59, State-gov,200732, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Philippines,Yes
44, Private,163215, 12th,8, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,No
47, Private,341762, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,No
50, Private,194580, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,Yes
27, Self-emp-not-inc,208577, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,2258,50, United-States,No
36, ?,139770, Some-college,10, Divorced, ?, Own-child, White, Female,0,0,32, United-States,No
25, Private,122489, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,1726,60, United-States,No
52, Federal-gov,37289, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,Yes
41, Private,331651, Prof-school,15, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, Japan,Yes
33, Private,250782, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,No
20, State-gov,223515, Assoc-acdm,12, Never-married, Other-service, Own-child, White, Male,0,1719,20, United-States,No
25, Self-emp-not-inc,113436, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male,0,0,35, United-States,No
35, Federal-gov,182863, Bachelors,13, Separated, Tech-support, Unmarried, White, Male,0,0,40, United-States,No
36, Private,301227, 5th-6th,3, Separated, Priv-house-serv, Unmarried, Other, Female,0,0,35, Mexico,No
25, Private,139863, 1st-4th,2, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Mexico,No
31, Private,213002, 12th,8, Never-married, Sales, Not-in-family, White, Male,4650,0,50, United-States,No
44, Private,71269, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,No
50, Private,274528, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,No
44, Private,216907, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1848,40, United-States,Yes
25, Private,152165, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,No
57, Private,106910, HS-grad,9, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States,No
57, Private,342906, 9th,5, Married-civ-spouse, Sales, Husband, Black, Male,0,0,55, United-States,Yes
29, Private,142760, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States,No
26, Private,177951, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, United-States,No
55, Private,138594, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,56, United-States,Yes
35, Private,61343, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,No
61, Private,128230, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States,No
37, Federal-gov,188069, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Philippines,Yes
50, Self-emp-not-inc,167728, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,Yes
27, Private,253814, HS-grad,9, Married-spouse-absent, Sales, Unmarried, White, Female,0,0,25, United-States,No
38, Private,139180, Bachelors,13, Divorced, Prof-specialty, Unmarried, Black, Female,15020,0,45, United-States,Yes
29, Private,192237, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,No
27, Private,321456, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,10, Germany,No
25, Private,374163, HS-grad,9, Married-spouse-absent, Farming-fishing, Not-in-family, Other, Male,0,0,40, Mexico,No
41, Private,122033, Some-college,10, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,99, United-States,No
46, Private,393715, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States,Yes
51, Private,117253, HS-grad,9, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,No
32, Local-gov,190228, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,No
34, Private,182218, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,No
30, Private,195576, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,3325,0,50, United-States,No
49, Private,168211, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,Yes
38, Self-emp-inc,99146, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,80, United-States,Yes
34, Private,82938, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,No
31, Private,36069, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States,No
28, Private,239539, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines,No
56, Private,35520, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,42, United-States,No
36, Federal-gov,192443, Some-college,10, Never-married, Exec-managerial, Not-in-family, Black, Male,13550,0,40, United-States,Yes
47, Private,192793, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Iran,Yes
22, Private,369084, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,No
49, Private,141944, Assoc-voc,11, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,1380,42, United-States,No
29, Local-gov,95393, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,No
17, Private,46402, 7th-8th,4, Never-married, Sales, Own-child, White, Male,0,0,8, United-States,No
19, Private,111232, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,No
23, Private,175778, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States,No
30, Private,77266, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,55, United-States,No
53, Private,283320, Bachelors,13, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States,No
48, Private,43206, Prof-school,15, Divorced, Prof-specialty, Unmarried, White, Female,0,0,25, United-States,No
43, Self-emp-not-inc,95246, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,5, United-States,Yes
19, Private,301606, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States,No
25, Private,307643, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,45, United-States,Yes
47, State-gov,106466, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States,No
29, Private,78261, Prof-school,15, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States,No
24, Private,542762, Bachelors,13, Never-married, Sales, Other-relative, Black, Male,0,0,50, United-States,No
50, Private,123429, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,Yes
64, Private,183513, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States,No
53, Private,129301, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,Yes
42, Private,247019, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,Yes
61, Private,198231, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,Yes
43, Private,85995, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,No
36, Self-emp-not-inc,48585, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,4, United-States,No
21, ?,148294, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States,No
40, Private,228535, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,36, United-States,Yes
30, Private,284629, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,No
30, Self-emp-not-inc,437458, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,Yes
53, Local-gov,20676, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,48, United-States,No
50, Private,82566, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States,Yes
32, Private,48520, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,No
52, Self-emp-not-inc,64045, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,45, United-States,Yes
55, Private,125147, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,Yes
46, Private,308334, 1st-4th,2, Widowed, Other-service, Unmarried, Other, Female,0,0,30, Mexico,No
19, Private,42069, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,2176,0,45, United-States,No
43, Private,307767, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,Yes
35, Private,361888, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States,No
42, Self-emp-not-inc,248094, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,No
45, Local-gov,198759, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,40, United-States,Yes
35, Private,348690, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,No
66, ?,306178, 10th,6, Divorced, ?, Not-in-family, White, Male,2050,0,40, United-States,No
35, Local-gov,102938, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,No
47, Self-emp-inc,116927, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States,Yes
45, Private,114459, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,Yes
37, Private,212900, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,No
22, Private,259109, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,18, United-States,No
19, Private,126501, 11th,7, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,15, South,No
19, ?,174233, Some-college,10, Never-married, ?, Own-child, Black, Male,0,0,24, United-States,No
53, Private,394474, Assoc-acdm,12, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,No
40, Private,93955, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,No
20, Private,165097, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,No
29, Private,205499, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States,No
67, Self-emp-not-inc,195066, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,No
55, Self-emp-inc,150917, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States,Yes
38, Private,304001, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,Yes
52, State-gov,254285, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,70, Germany,Yes
82, ?,42435, 10th,6, Widowed, ?, Not-in-family, White, Male,0,0,20, United-States,No
39, Private,225544, Masters,14, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Poland,No
31, Private,203488, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,50, United-States,Yes
28, Private,120475, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States,No
35, Private,165215, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,15, United-States,Yes
19, Private,63814, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,18, United-States,No
23, Private,248978, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico,No
50, Self-emp-inc,163921, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,Yes
39, Private,357173, HS-grad,9, Separated, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States,No
37, State-gov,62428, Some-college,10, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,15, United-States,No
28, Private,405793, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States,Yes
60, Private,258869, Doctorate,16, Separated, Priv-house-serv, Unmarried, White, Female,0,0,30, Nicaragua,No
33, Private,227325, Assoc-acdm,12, Never-married, Other-service, Not-in-family, White, Male,0,0,60, Scotland,No
21, Private,60668, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States,No
25, Private,238673, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,No
35, Private,107164, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,Yes
37, State-gov,318891, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,No
25, Private,181772, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,No
53, Private,30290, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,No
28, Private,51461, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,No
49, Local-gov,298445, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1977,60, United-States,Yes
51, Private,176969, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States,No
33, Private,155343, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,3103,0,40, United-States,Yes
35, Private,342824, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Female,1151,0,40, United-States,No
64, Self-emp-inc,165667, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,60, Canada,Yes
49, Private,194962, 11th,7, Married-civ-spouse, Other-service, Wife, White, Female,0,0,6, United-States,No
49, Private,181717, Assoc-voc,11, Separated, Prof-specialty, Own-child, White, Female,0,0,36, United-States,No
19, Private,104830, 7th-8th,4, Never-married, Transport-moving, Unmarried, White, Male,0,0,25, Guatemala,No
24, Private,52028, 1st-4th,2, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,5, Vietnam,No
32, Private,162442, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States,No
56, Private,78707, 9th,5, Married-civ-spouse, Other-service, Wife, White, Female,4508,0,28, United-States,No
29, Private,107160, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,No
51, Self-emp-not-inc,34067, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,No
47, Self-emp-not-inc,194590, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States,No
45, Private,114797, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States,No
40, Private,131899, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,No
37, Private,48268, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,No
32, Private,105938, HS-grad,9, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States,No
37, Private,132879, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,Yes
18, ?,323584, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,10, United-States,No
46, Private,58126, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,No
49, Self-emp-inc,195727, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,No
46, State-gov,238648, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,7298,0,40, United-States,Yes
20, Private,69911, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,15, United-States,No
17, Private,198830, 11th,7, Never-married, Adm-clerical, Other-relative, White, Female,0,0,10, United-States,No
34, Private,90415, Assoc-voc,11, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, United-States,No
34, Self-emp-inc,154120, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,Yes
52, Private,92968, Bachelors,13, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, ?,No
24, Private,30656, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,24, United-States,No
20, Private,224640, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,No
47, Private,95661, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,45, Germany,No
30, Private,81282, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States,No
23, Private,271354, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,50, United-States,Yes
27, Private,68848, Bachelors,13, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States,No
22, Private,129172, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States,No
33, Local-gov,100446, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,No
58, Private,190997, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,Yes
35, Private,258339, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States,Yes
25, Private,221757, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,3325,0,45, United-States,No
50, Local-gov,196307, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States,Yes
